,names,genres,releaseDates,playenv_strs,ratingScores,ratingAmts,newPosts,community_Links,rating_Links
134,기동전사 건담 익스트림 버서스 포스,장르: 액션,"일정: 출시 (2015.12.23), 출시 (2016.01.26)",VITA,6.3,30,1,http://bbs.ruliweb.com/game/83884,http://bbs.ruliweb.com/game/83884/review
135,건담 브레이커 3,장르: 액션,일정: 출시 (2016.03.03),VITA PS4,9.2,30,1,http://bbs.ruliweb.com/game/83897,http://bbs.ruliweb.com/game/83897/review
136,파 크라이 프라이멀,"장르: 어드벤처, 액션, FPS","일정: 출시 (2016.02.23), 출시 (2016.03.01)",PS4 XONE PC/ON,8,65,1,http://bbs.ruliweb.com/game/83934,http://bbs.ruliweb.com/game/83934/review
137,더 서지,"장르: RPG, 액션",일정: 출시 (2017.05.16),PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84366,http://bbs.ruliweb.com/game/84366/review
138,콜 오브 듀티: WWII,장르: FPS,일정: ,,0,0,0,http://bbs.ruliweb.com/game/84365,http://bbs.ruliweb.com/game/84365/review
139,가디언즈 오브 더 갤럭시 텔테일 시리즈,장르: 어드벤처,일정: 출시 (2017.04.18),PC/ON Apple ETC PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84358,http://bbs.ruliweb.com/game/84358/review
140,임팩트 윈터,장르: 어드벤처,"일정: 출시 (2017.05.23), 출시 (2016.11.30)",PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84359,http://bbs.ruliweb.com/game/84359/review
141,스타트렉: 브릿지 크루 VR,"장르: VR, 어드벤처",일정: 출시 (2017.05.30),PC/ON PS4,0,0,0,http://bbs.ruliweb.com/game/84360,http://bbs.ruliweb.com/game/84360/review
142,에이스 컴뱃 7,"장르: VR, 비행, 시뮬레이션",일정: 출시 (2016.11.30),PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84362,http://bbs.ruliweb.com/game/84362/review
143,스타듀 밸리,"장르: RPG, 시뮬레이션","일정: 출시 (2016.02.26), 출시 (2016.12.14), 출시 (2016.11.30)",PC/ON PS4 XONE switch,0,0,0,http://bbs.ruliweb.com/game/84363,http://bbs.ruliweb.com/game/84363/review
144,끝나는 세계와 버스데이,장르: 어드벤처,"일정: 출시 (2012.07.27), 출시 (2016.03.11), 출시 (2016.05.10), 출시 (2017.05.11)",PC/ON ETC Apple VITA,0,0,0,http://bbs.ruliweb.com/game/84345,http://bbs.ruliweb.com/game/84345/review
145,진격의 거인: 사지에서 탈출,장르: 어드벤처,일정: 출시 (2017.05.11),3DS,0,0,0,http://bbs.ruliweb.com/game/84346,http://bbs.ruliweb.com/game/84346/review
146,단간론파 1·2 리로드,장르: 어드벤처,"일정: 출시 (2013.10.10), 출시 (2017.05.18)",VITA PS4,0,0,0,http://bbs.ruliweb.com/game/84347,http://bbs.ruliweb.com/game/84347/review
147,리라이트 하베스트 페스타,장르: 어드벤처,일정: 출시 (2017.05.18),VITA,0,0,0,http://bbs.ruliweb.com/game/84348,http://bbs.ruliweb.com/game/84348/review
148,하이퍼 라이트 드리프터,"장르: RPG, 액션","일정: 출시 (2016.03.31), 출시 (2016.07.26)",PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84349,http://bbs.ruliweb.com/game/84349/review
149,크랭크인,장르: 어드벤처,일정: 출시 (2017.05.25),VITA,0,0,0,http://bbs.ruliweb.com/game/84351,http://bbs.ruliweb.com/game/84351/review
150,은성장기 아운투신금강뇌절,장르: 보드,일정: 출시 (2017.05.25),PS4,0,0,0,http://bbs.ruliweb.com/game/84352,http://bbs.ruliweb.com/game/84352/review
151,전극희 7 ~전운을 꿰뚫는 홍련의 유지~,장르: 어드벤처,일정: 출시 (2017.05.25),VITA,0,0,0,http://bbs.ruliweb.com/game/84353,http://bbs.ruliweb.com/game/84353/review
152,연애황제 of LOVE!,장르: 어드벤처,일정: 출시 (2017.05.25),VITA,0,0,0,http://bbs.ruliweb.com/game/84354,http://bbs.ruliweb.com/game/84354/review
153,신옥탑 메리스켈터,장르: RPG,"일정: 출시 (2016.10.13), 출시 (2017.05.11)",VITA,0,0,0,http://bbs.ruliweb.com/game/84355,http://bbs.ruliweb.com/game/84355/review
154,인저스티스 2,장르: 격투,일정: 출시 (2017.05.16),Apple ETC PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84356,http://bbs.ruliweb.com/game/84356/review
155,SOS : 여동생을 구해줘,"장르: 카드, RPG",일정: CBT (2017.04.20),ETC,0,0,0,http://bbs.ruliweb.com/game/84343,http://bbs.ruliweb.com/game/84343/review
156,송 오브 메모리즈,장르: 어드벤처,일정: 출시 (2017.04.27),PS4,0,0,0,http://bbs.ruliweb.com/game/84333,http://bbs.ruliweb.com/game/84333/review
157,추방선거,장르: 어드벤처,일정: 출시 (2017.04.27),PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84334,http://bbs.ruliweb.com/game/84334/review
158,하나사키 워크스프링!,장르: 어드벤처,일정: 출시 (2017.04.27),VITA,0,0,0,http://bbs.ruliweb.com/game/84335,http://bbs.ruliweb.com/game/84335/review
159,큐브 크리에이터 DX,"장르: 어드벤처, 액션",일정: 출시 (2017.04.27),3DS,0,0,0,http://bbs.ruliweb.com/game/84337,http://bbs.ruliweb.com/game/84337/review
160,디자이어 리마스터,장르: 어드벤처,일정: 출시 (2017.04.27),PC/ON VITA,0,0,0,http://bbs.ruliweb.com/game/84338,http://bbs.ruliweb.com/game/84338/review
161,엔드 슬립,장르: 어드벤처,일정: 출시 (2017.04.27),VITA,0,0,0,http://bbs.ruliweb.com/game/84339,http://bbs.ruliweb.com/game/84339/review
162,건건 픽시즈,"장르: 어드벤처, 액션",일정: 출시 (2017.04.27),VITA,0,0,0,http://bbs.ruliweb.com/game/84340,http://bbs.ruliweb.com/game/84340/review
163,시계장치의 레이라인 -아지랑이에 방황하는 마녀-,장르: 어드벤처,일정: 출시 (2017.04.27),VITA,0,0,0,http://bbs.ruliweb.com/game/84341,http://bbs.ruliweb.com/game/84341/review
164,펜타스톰 for Kakao,장르: AOS,일정: OBT (2017.04.07),ETC,0,0,0,http://bbs.ruliweb.com/game/84332,http://bbs.ruliweb.com/game/84332/review
165,프로야구 패미스타 클라이맥스,장르: 스포츠,일정: 출시 (2017.04.20),3DS,0,0,0,http://bbs.ruliweb.com/game/84327,http://bbs.ruliweb.com/game/84327/review
166,스타블러드 아레나,장르: 액션,일정: 출시 (2017.04.11),PS4,0,0,0,http://bbs.ruliweb.com/game/84329,http://bbs.ruliweb.com/game/84329/review
167,플랫아웃 4,장르: 레이싱,"일정: 출시 (2017.03.17), 출시 (2017.04.04)",PS4 XONE PC/ON,0,0,0,http://bbs.ruliweb.com/game/84330,http://bbs.ruliweb.com/game/84330/review
168,유카-레이리,장르: 어드벤처,"일정: 출시 (2017.04.11), 출시 (2016.11.30)",PC/ON PS4 XONE switch,0,0,0,http://bbs.ruliweb.com/game/84331,http://bbs.ruliweb.com/game/84331/review
169,모탈 블리츠,"장르: VR, FPS",일정: 출시 (2017.04.04),PS4,0,0,0,http://bbs.ruliweb.com/game/84319,http://bbs.ruliweb.com/game/84319/review
170,갓워즈: 시대를 넘어,장르: SRPG,일정: 출시 (2017.05.31),PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84320,http://bbs.ruliweb.com/game/84320/review
171,드로운 투 데스,장르: TPS,일정: 출시 (2017.04.04),PS4,4.5,2,0,http://bbs.ruliweb.com/game/84321,http://bbs.ruliweb.com/game/84321/review
172,사이베리아 3,장르: 어드벤처,"일정: 출시 (2017.04.21), 출시 (2016.11.30)",PC/ON PS4 XONE switch,9,6,0,http://bbs.ruliweb.com/game/84322,http://bbs.ruliweb.com/game/84322/review
173,리프키스,장르: 어드벤처,일정: 출시 (2017.04.13),PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84323,http://bbs.ruliweb.com/game/84323/review
174,제로 이스케이프: 9시간 9명 9개의 문 선인사망입니다,장르: 어드벤처,"일정: 출시 (2009.12.10), 출시 (2013.05.29), 출시 (2014.03.17), 출시 (2017.03.24)",NDS Apple PC/ON PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84324,http://bbs.ruliweb.com/game/84324/review
175,뮤 레전드,"장르: MORPG, 액션",일정: 출시 (2017.03.25),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9257,http://bbs.ruliweb.com/game/9257/review
176,스타크래프트 II : 군단의 심장,"장르: 전략, 시뮬레이션",일정: CBT (2012.09.11),PC/ON,0,0,0,http://bbs.ruliweb.com/game/9783,http://bbs.ruliweb.com/game/9783/review
177,블루 리플렉션,장르: RPG,일정: 출시 (2017.03.30),PS4 VITA,9.4,7,0,http://bbs.ruliweb.com/game/84310,http://bbs.ruliweb.com/game/84310/review
178,KLAP!! 〜Kind Love And Punish〜 Fun Party,장르: 어드벤처,일정: 출시 (2017.03.30),VITA,0,0,0,http://bbs.ruliweb.com/game/84312,http://bbs.ruliweb.com/game/84312/review
179,카오스 차일드 러브 츄☆츄!,장르: 어드벤처,일정: 출시 (2017.03.30),PS4 VITA,10,3,0,http://bbs.ruliweb.com/game/84313,http://bbs.ruliweb.com/game/84313/review
180,마리오 스포츠 슈퍼스타즈,장르: 스포츠,일정: 출시 (2017.03.30),3DS,0,0,0,http://bbs.ruliweb.com/game/84314,http://bbs.ruliweb.com/game/84314/review
181,트롤 앤 아이,"장르: 어드벤처, 액션",일정: 출시 (2017.03.21),PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84317,http://bbs.ruliweb.com/game/84317/review
182,무쌍☆스타즈,장르: 액션,일정: 출시 (2017.03.30),PS4 VITA,7.6,46,0,http://bbs.ruliweb.com/game/84308,http://bbs.ruliweb.com/game/84308/review
183,현대 대전략 2017,장르: 시뮬레이션,일정: 출시 (2017.04.27),PS4,0,0,0,http://bbs.ruliweb.com/game/84302,http://bbs.ruliweb.com/game/84302/review
184,사이드 킥스!,장르: 어드벤처,일정: 출시 (2017.03.23),VITA,0,0,0,http://bbs.ruliweb.com/game/84303,http://bbs.ruliweb.com/game/84303/review
185,스틱스: 어둠의 파편들,장르: 액션,일정: 출시 (2017.03.14),PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84304,http://bbs.ruliweb.com/game/84304/review
186,매스 이펙트: 안드로메다,"장르: RPG, TPS, 액션",일정: 출시 (2017.03.21),PC/ON PS4 XONE,5.3,48,0,http://bbs.ruliweb.com/game/84305,http://bbs.ruliweb.com/game/84305/review
187,하츠유키 사쿠라,"장르: 연애, 어드벤처","일정: 출시 (2012.02.24), 출시 (2017.03.23)",PC/ON VITA,0,0,0,http://bbs.ruliweb.com/game/84306,http://bbs.ruliweb.com/game/84306/review
188,파타 모르가나의 저택,장르: 어드벤처,일정: 출시 (2017.03.16),VITA,0,0,0,http://bbs.ruliweb.com/game/84298,http://bbs.ruliweb.com/game/84298/review
189,퓨처카드 버디파이트 노려라! 버디 챔피언!,장르: TCG,일정: 출시 (2017.03.16),3DS,0,0,0,http://bbs.ruliweb.com/game/84299,http://bbs.ruliweb.com/game/84299/review
190,만화가 데뷔이야기 -좋은 만화를 그리자-,장르: 어드벤처,일정: 출시 (2017.03.16),3DS,0,0,0,http://bbs.ruliweb.com/game/84300,http://bbs.ruliweb.com/game/84300/review
191,몬스터 헌터 XX,장르: 액션,일정: 출시 (2017.03.16),3DS,10,5,0,http://bbs.ruliweb.com/game/84301,http://bbs.ruliweb.com/game/84301/review
192,1-2 Switch,장르: 기타,일정: 출시 (2017.03.03),switch,10,2,0,http://bbs.ruliweb.com/game/84290,http://bbs.ruliweb.com/game/84290/review
193,드래곤 퀘스트 히어로즈 I・II for Nintendo Switch,"장르: RPG, 액션",일정: 출시 (2017.03.03),switch,0,0,0,http://bbs.ruliweb.com/game/84292,http://bbs.ruliweb.com/game/84292/review
194,슈퍼 봄버맨 R,장르: 액션,일정: 출시 (2017.03.03),switch,7,1,0,http://bbs.ruliweb.com/game/84293,http://bbs.ruliweb.com/game/84293/review
195,피겨헤드,"장르: 슈팅, 액션",일정: 출시 (2017.03.09),PS4,0,0,0,http://bbs.ruliweb.com/game/84294,http://bbs.ruliweb.com/game/84294/review
196,WRC 6,장르: 레이싱,"일정: 출시 (2016.10.07), 출시 (2017.02.23)",PS4 XONE PC/ON,10,3,0,http://bbs.ruliweb.com/game/84295,http://bbs.ruliweb.com/game/84295/review
197,WRC 5,장르: 레이싱,일정: 출시 (2015.10.13),PS3 PS4 VITA XONE X360,0,0,0,http://bbs.ruliweb.com/game/84296,http://bbs.ruliweb.com/game/84296/review
198,아일랜드,장르: 어드벤처,일정: 출시 (2017.02.23),VITA,0,0,0,http://bbs.ruliweb.com/game/84285,http://bbs.ruliweb.com/game/84285/review
199,타임피스 앙상블,장르: 어드벤처,일정: 출시 (2017.02.23),VITA,0,0,0,http://bbs.ruliweb.com/game/84286,http://bbs.ruliweb.com/game/84286/review
200,위닝 포스트 8 2017,"장르: 스포츠, 시뮬레이션",일정: 출시 (2017.03.02),VITA,0,0,0,http://bbs.ruliweb.com/game/84287,http://bbs.ruliweb.com/game/84287/review
201,도라에몽 노비타의 남극 카치코치 대모험,장르: 어드벤처,일정: 출시 (2017.03.02),3DS,0,0,0,http://bbs.ruliweb.com/game/84288,http://bbs.ruliweb.com/game/84288/review
202,멀리셔스 폴른,장르: 액션,"일정: 출시 (2017.02.10), 출시 (2017.02.21)",PS4,0,0,0,http://bbs.ruliweb.com/game/84283,http://bbs.ruliweb.com/game/84283/review
203,모에모에 2차 대전(략) 3,장르: 어드벤처,일정: 출시 (2017.02.16),PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84274,http://bbs.ruliweb.com/game/84274/review
204,디아볼릭 러버스 로스트 에덴,장르: 어드벤처,일정: 출시 (2017.02.16),VITA,0,0,0,http://bbs.ruliweb.com/game/84275,http://bbs.ruliweb.com/game/84275/review
205,카마이타치의 밤 윤회채성,장르: 어드벤처,일정: 출시 (2017.02.16),VITA,0,0,0,http://bbs.ruliweb.com/game/84276,http://bbs.ruliweb.com/game/84276/review
206,라이드 2,장르: 레이싱,"일정: 출시 (2016.10.07), 출시 (2017.02.14)",PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84278,http://bbs.ruliweb.com/game/84278/review
207,하우 투 서바이브 2,"장르: RPG, 어드벤처, 액션","일정: 출시 (2016.09.08), 출시 (2017.02.06)",PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84279,http://bbs.ruliweb.com/game/84279/review
208,키도: 라이드 온 타임,장르: 액션,일정: 출시 (2016.11.30),PS4,0,0,0,http://bbs.ruliweb.com/game/84280,http://bbs.ruliweb.com/game/84280/review
209,스나이퍼 엘리트 4,장르: TPS,일정: 출시 (2017.02.14),PC/ON PS4 XONE,8.4,7,0,http://bbs.ruliweb.com/game/84273,http://bbs.ruliweb.com/game/84273/review
210,더블 드래곤 4,장르: 액션,일정: 출시 (2017.01.30),PS4 PC/ON,0,0,0,http://bbs.ruliweb.com/game/84269,http://bbs.ruliweb.com/game/84269/review
211,언어씽 마스,"장르: VR, 어드벤처",일정: 출시 (2017.01.19),PS4,0,0,0,http://bbs.ruliweb.com/game/84268,http://bbs.ruliweb.com/game/84268/review
212,레고 월드,장르: 어드벤처,일정: 출시 (2017.03.07),PS4 XONE PC/ON,9,39,0,http://bbs.ruliweb.com/game/84267,http://bbs.ruliweb.com/game/84267/review
213,NEW GAME! -THE CHALLENGE STAGE!-,장르: 어드벤처,일정: 출시 (2017.01.26),PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84261,http://bbs.ruliweb.com/game/84261/review
214,블랙 울브스 사가 -바이스 운트 슈바르츠-,장르: 어드벤처,일정: 출시 (2017.01.26),VITA,0,0,0,http://bbs.ruliweb.com/game/84262,http://bbs.ruliweb.com/game/84262/review
215,노래의☆왕자님♪ Repeat LOVE,장르: 어드벤처,일정: 출시 (2017.01.26),VITA,0,0,0,http://bbs.ruliweb.com/game/84263,http://bbs.ruliweb.com/game/84263/review
216,쌍성의 음양사,장르: 어드벤처,일정: 출시 (2017.01.26),VITA,0,0,0,http://bbs.ruliweb.com/game/84264,http://bbs.ruliweb.com/game/84264/review
217,신성발탁 드라이브 걸즈,장르: 액션,일정: 출시 (2017.01.26),VITA,0,0,0,http://bbs.ruliweb.com/game/84265,http://bbs.ruliweb.com/game/84265/review
218,올프레르 ~행복의 꽃다발~,장르: 어드벤처,일정: 출시 (2017.01.26),VITA,0,0,0,http://bbs.ruliweb.com/game/84266,http://bbs.ruliweb.com/game/84266/review
219,푸른 혁명의 발큐리아,"장르: SRPG, RPG, RTS, TPS","일정: 출시 (2017.01.19), 출시 (2017.03.24)",PS4 VITA,5.1,12,0,http://bbs.ruliweb.com/game/83904,http://bbs.ruliweb.com/game/83904/review
220,하나오보로 ~전국전란기~,장르: 어드벤처,일정: 출시 (2017.01.19),VITA,0,0,0,http://bbs.ruliweb.com/game/84259,http://bbs.ruliweb.com/game/84259/review
221,오퍼레이션 7 레볼루션,장르: FPS,"일정: 출시 (2008.01.22), 출시 (2017.02.06), OBT (2017.01.23)",PC/ON PS4,0.8,26,0,http://bbs.ruliweb.com/game/1278,http://bbs.ruliweb.com/game/1278/review
222,킹덤 하츠 HD 2.8 파이널 챕터 프롤로그,"장르: RPG, 액션","일정: 출시 (2017.01.12), 출시 (2017.01.24)",PS4,10,1,0,http://bbs.ruliweb.com/game/84255,http://bbs.ruliweb.com/game/84255/review
223,뉴 단간론파 V3,장르: 어드벤처,일정: 출시 (2017.01.12),PS4 VITA,6.9,9,0,http://bbs.ruliweb.com/game/84256,http://bbs.ruliweb.com/game/84256/review
224,스쿨걸 좀비 헌터,"장르: TPS, 액션",일정: 출시 (2017.01.12),PS4,5,3,0,http://bbs.ruliweb.com/game/84257,http://bbs.ruliweb.com/game/84257/review
225,진 삼국무쌍 언리쉬드,"장르: RPG, 액션",일정: OBT (2017.01.12),ETC,0,0,0,http://bbs.ruliweb.com/game/84252,http://bbs.ruliweb.com/game/84252/review
226,스타워즈 : 포스아레나,장르: 액션,일정: ,,0,0,0,http://bbs.ruliweb.com/game/84251,http://bbs.ruliweb.com/game/84251/review
227,타이탄폴 온라인,장르: FPS,일정: CBT (2016.12.15),PC/ON,0,0,0,http://bbs.ruliweb.com/game/84247,http://bbs.ruliweb.com/game/84247/review
228,쉐도우 택틱스: 블레이드 오브 더 쇼군,장르: RTS,"일정: 출시 (2016.12.06), 출시 (2016.11.30)",PC/ON PS4 XONE,0,0,0,http://bbs.ruliweb.com/game/84249,http://bbs.ruliweb.com/game/84249/review
229,레고 해리포터 콜렉션,"장르: 어드벤처, 액션",일정: 출시 (2016.12.15),PS4,0,0,0,http://bbs.ruliweb.com/game/84245,http://bbs.ruliweb.com/game/84245/review
230,월영의 쇠사슬: 광란 모라토리엄,장르: 어드벤처,일정: 출시 (2016.12.21),VITA,0,0,0,http://bbs.ruliweb.com/game/84234,http://bbs.ruliweb.com/game/84234/review
231,이상한 환상향 TOD -RELOADED-,장르: RPG,일정: 출시 (2016.12.22),PS4 VITA,9,1,0,http://bbs.ruliweb.com/game/84235,http://bbs.ruliweb.com/game/84235/review
232,검이너 모모요츠즈리,장르: 어드벤처,일정: 출시 (2016.12.22),VITA,0,0,0,http://bbs.ruliweb.com/game/84236,http://bbs.ruliweb.com/game/84236/review
233,끝나지 않는 미래로 부터,장르: 어드벤처,일정: 출시 (2016.12.22),VITA,0,0,0,http://bbs.ruliweb.com/game/84237,http://bbs.ruliweb.com/game/84237/review
234,아득한 시공 속에서 6 환등 론도,장르: 어드벤처,일정: 출시 (2016.12.22),VITA,0,0,0,http://bbs.ruliweb.com/game/84238,http://bbs.ruliweb.com/game/84238/review
235,리: 버스데이 송 ~사랑을 노래하는 사신~ 어나더 레코드,장르: 어드벤처,일정: 출시 (2016.12.22),VITA,0,0,0,http://bbs.ruliweb.com/game/84239,http://bbs.ruliweb.com/game/84239/review
236,다이나믹 코드 feat.Liar-S V edition,장르: 어드벤처,일정: 출시 (2016.12.22),VITA,0,0,0,http://bbs.ruliweb.com/game/84240,http://bbs.ruliweb.com/game/84240/review
237,세가 3D 복각 아카이브 3 파이널 스테이지,장르: 기타,일정: 출시 (2016.12.22),3DS,0,0,0,http://bbs.ruliweb.com/game/84241,http://bbs.ruliweb.com/game/84241/review
238,모모타로 전철 2017,장르: 보드,일정: ,,0,0,0,http://bbs.ruliweb.com/game/84242,http://bbs.ruliweb.com/game/84242/review
239,오소마츠상 소나무 축제!,장르: 기타,일정: 출시 (2016.12.22),3DS,0,0,0,http://bbs.ruliweb.com/game/84243,http://bbs.ruliweb.com/game/84243/review
240,크립트 오브 더 네크로댄서,"장르: 리듬, 액션",일정: 출시 (2016.12.15),PC/ON PS4 VITA,0,0,0,http://bbs.ruliweb.com/game/84244,http://bbs.ruliweb.com/game/84244/review
241,스타 오션 아남네시스,장르: RPG,일정: 출시 (2016.12.09),Apple,0,0,0,http://bbs.ruliweb.com/game/84233,http://bbs.ruliweb.com/game/84233/review
242,팬텀 오브 킬,장르: SRPG,일정: 출시 (2017.01.30),ETC,0,0,0,http://bbs.ruliweb.com/game/84232,http://bbs.ruliweb.com/game/84232/review
243,동방심비록 ~Urban Legend in Limbo,장르: 격투,"일정: 출시 (2015.05.10), 출시 (2016.12.08)",PC/ON PS4,0,0,0,http://bbs.ruliweb.com/game/84222,http://bbs.ruliweb.com/game/84222/review
244,뿌요뿌요 크로니클,장르: RPG,일정: 출시 (2016.12.08),3DS,0,0,0,http://bbs.ruliweb.com/game/84223,http://bbs.ruliweb.com/game/84223/review
245,쿠니오군 열혈 컴플리트 패미컴편,장르: 액션,일정: 출시 (2016.12.08),3DS,0,0,0,http://bbs.ruliweb.com/game/84224,http://bbs.ruliweb.com/game/84224/review
246,미토피아,장르: 시뮬레이션,일정: 출시 (2016.12.08),3DS,0,0,0,http://bbs.ruliweb.com/game/84225,http://bbs.ruliweb.com/game/84225/review
247,구데타마 리필하실래요?,장르: 액션,일정: 출시 (2016.12.08),3DS,0,0,0,http://bbs.ruliweb.com/game/84226,http://bbs.ruliweb.com/game/84226/review
